"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] MovieTitleJaccard record1Value","[0] MovieTitleJaccard record2Value","[0] MovieTitleJaccard record1PreprocessedValue","[0] MovieTitleJaccard record2PreprocessedValue","[0] MovieTitleJaccard similarity","[0] MovieTitleJaccard postproccesedSimilarity","[1] MovieDirectorJaccard record1Value","[1] MovieDirectorJaccard record2Value","[1] MovieDirectorJaccard record1PreprocessedValue","[1] MovieDirectorJaccard record2PreprocessedValue","[1] MovieDirectorJaccard similarity","[1] MovieDirectorJaccard postproccesedSimilarity","[2] MovieProducerJaccard record1Value","[2] MovieProducerJaccard record2Value","[2] MovieProducerJaccard record1PreprocessedValue","[2] MovieProducerJaccard record2PreprocessedValue","[2] MovieProducerJaccard similarity","[2] MovieProducerJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","dbpedia_id_2293","HM_id_1704","0.17777777777777778",,"The Garden of Allah (1927 film)","The Game of Their Lives","The Garden of Allah (1927 film)","The Game of Their Lives","0.2222222222222222","0.2222222222222222","Rex Ingram","David Anspaugh","Rex Ingram","David Anspaugh","0.0","0.0","Rex Ingram","Geoffrey Douglas","Rex Ingram","Geoffrey Douglas","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_409","HM_id_4552","0.0",,"Enthiran","Encounter","Enthiran","Encounter","0.0","0.0","Shankar Shanmugam","Fulvio Sestito","Shankar Shanmugam","Fulvio Sestito","0.0","0.0","Kalanithi  Maran","Rebecca Berrih","Kalanithi  Maran","Rebecca Berrih","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4932","HM_id_4586","0.0",,"Bat*21","Backstabbed","Bat*21","Backstabbed","0.0","0.0","Peter Markle","Doug Campbell","Peter Markle","Doug Campbell","0.0","0.0","Jerry Reed","Bryan Dick","Jerry Reed","Bryan Dick","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_252","HM_id_3401","0.0",,"Drishyam","Drift","Drishyam","Drift","0.0","0.0","Jeethu Joseph","Ben Nott","Jeethu Joseph","Ben Nott","0.0","0.0","Antony Perumbavoor","Tim Duffy","Antony Perumbavoor","Tim Duffy","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_252","HM_id_3402","0.0",,"Drishyam","Dredd","Drishyam","Dredd","0.0","0.0","Jeethu Joseph","Pete Travis","Jeethu Joseph","Pete Travis","0.0","0.0","Antony Perumbavoor","John Wagner","Antony Perumbavoor","John Wagner","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5726","HM_id_4138","0.0",,"Teknolust","Terminal","Teknolust","Terminal","0.0","0.0","Lynn Hershman Leeson","Vaughn Stein","Lynn Hershman Leeson","Vaughn Stein","0.0","0.0","Lynn Hershman Leeson","Vaughn Stein","Lynn Hershman Leeson","Vaughn Stein","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9267","HM_id_4335","0.0",,"Supervixens","Submergence","Supervixens","Submergence","0.0","0.0","Russ Meyer","Wim Wenders","Russ Meyer","Wim Wenders","0.0","0.0","Russ Meyer","Erin Dignam","Russ Meyer","Erin Dignam","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4517","HM_id_4827","0.0",,"Passe-passe","Padman","Passe-passe","Padman","0.0","0.0","Tonie Marshall","R. Balki","Tonie Marshall","R. Balki","0.0","0.0","Tonie Marshall","Swanand Kirkire","Tonie Marshall","Swanand Kirkire","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2858","HM_id_2519","0.9","1","The Brothers Bloom","The Brothers Bloom","The Brothers Bloom","The Brothers Bloom","1.0","1.0","Rian Johnson","Rian Johnson","Rian Johnson","Rian Johnson","1.0","1.0","James D. Stern","Rian Johnson","James D. Stern","Rian Johnson","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5250","HM_id_1932","0.0",,"Soapdish","Solace","Soapdish","Solace","0.0","0.0","Michael Hoffman","Afonso Poyart","Michael Hoffman","Afonso Poyart","0.0","0.0","Aaron Spelling","Sean Bailey","Aaron Spelling","Sean Bailey","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7634","HM_id_1324","0.0",,"Mansome","Maudie","Mansome","Maudie","0.0","0.0","Morgan Spurlock","Aisling Walsh","Morgan Spurlock","Aisling Walsh","0.0","0.0","Ben Silverman","Sherry White","Ben Silverman","Sherry White","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7634","HM_id_1323","0.0",,"Mansome","Manifesto","Mansome","Manifesto","0.0","0.0","Morgan Spurlock","Julian Rosefeldt","Morgan Spurlock","Julian Rosefeldt","0.0","0.0","Ben Silverman","Julian Rosefeldt","Ben Silverman","Julian Rosefeldt","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2911","HM_id_1424","0.0",,"Lili","Life","Lili","Life","0.0","0.0","Charles Walters","Daniel Espinosa","Charles Walters","Daniel Espinosa","0.0","0.0","Edwin H. Knopf","Rhett Reese","Edwin H. Knopf","Rhett Reese","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7356","HM_id_2535","0.1",,"The Bells of St. Mary's","The Best Offer","The Bells of St. Mary's","The Best Offer","0.125","0.125","Leo McCarey","Giuseppe Tornatore","Leo McCarey","Giuseppe Tornatore","0.0","0.0","Leo McCarey","Giuseppe Tornatore","Leo McCarey","Giuseppe Tornatore","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4616","HM_id_4153","0.26666666666666666",,"The Stooge","The Star","The Stooge","The Star","0.3333333333333333","0.3333333333333333","Norman Taurog","Timothy Reckart","Norman Taurog","Timothy Reckart","0.0","0.0","Hal B. Wallis","Carlos Kotkin","Hal B. Wallis","Carlos Kotkin","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5366","HM_id_1024","0.8","1","Adventures in Babysitting","Adventures in Babysitting","Adventures in Babysitting","Adventures in Babysitting","1.0","1.0","Chris Columbus","John Schultz","Chris Columbus","John Schultz","0.0","0.0","Lynda Obst","Tiffany Paulsen","Lynda Obst","Tiffany Paulsen","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4196","HM_id_4779","0.16000000000000003",,"The Chronicles of Narnia: The Voyage of the Dawn Treader","The Children of Huang Shi","The Chronicles of Narnia: The Voyage of the Dawn Treader","The Children of Huang Shi","0.2","0.2","Michael Apted","Roger Spottiswoode","Michael Apted","Roger Spottiswoode","0.0","0.0","Andrew Adamson","James MacManus|Jane Hawksley","Andrew Adamson","James MacManus|Jane Hawksley","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7431","HM_id_1139","0.2",,"The Break-Up","The Breadwinner","The Break-Up","The Breadwinner","0.25","0.25","Peyton Reed","Nora Twomey","Peyton Reed","Nora Twomey","0.0","0.0","Scott Stuber","Anita Doron","Scott Stuber","Anita Doron","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3004","HM_id_2425","0.26666666666666666",,"The Grizzlies","The Grey","The Grizzlies","The Grey","0.3333333333333333","0.3333333333333333","Miranda de Pencier","Joe Carnahan","Miranda de Pencier","Joe Carnahan","0.0","0.0","Alethea Arnaquq-Baril","Joe Carnahan","Alethea Arnaquq-Baril","Joe Carnahan","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5734","HM_id_1160","0.0",,"Rappin'","Raw","Rappin'","Raw","0.0","0.0","Joel Silberg","Julia Ducournau","Joel Silberg","Julia Ducournau","0.0","0.0","Menahem Golan","Julia Ducournau","Menahem Golan","Julia Ducournau","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6695","HM_id_4097","0.0",,"Re-Animator","Revolt","Re-Animator","Revolt","0.0","0.0","Stuart Gordon","Joe Miale","Stuart Gordon","Joe Miale","0.0","0.0","Brian Yuzna","Rowan Athale","Brian Yuzna","Rowan Athale","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9772","HM_id_1827","0.0",,"Beginners","Below","Beginners","Below","0.0","0.0","Mike Mills","David Twohy","Mike Mills","David Twohy","0.0","0.0","Lars Knudsen","Lucas Sussman","Lars Knudsen","Lucas Sussman","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7436","HM_id_3632","0.9","1","Beerfest","Beerfest","Beerfest","Beerfest","1.0","1.0","Jay Chandrasekhar","Jay Chandrasekhar","Jay Chandrasekhar","Jay Chandrasekhar","1.0","1.0","Bill Gerber","Jay Chandrasekhar","Bill Gerber","Jay Chandrasekhar","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4872","HM_id_3000","0.0",,"Machuca","Machete","Machuca","Machete","0.0","0.0","Andrés Wood","Ethan Maniquis","Andrés Wood","Ethan Maniquis","0.0","0.0","Andrés Wood","Robert Rodriguez","Andrés Wood","Robert Rodriguez","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7436","HM_id_3635","0.0",,"Beerfest","Bedazzled","Beerfest","Bedazzled","0.0","0.0","Jay Chandrasekhar","Harold Ramis","Jay Chandrasekhar","Harold Ramis","0.0","0.0","Bill Gerber","Peter Cook","Bill Gerber","Peter Cook","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2586","HM_id_1937","0.26666666666666666",,"The Incredibles","The Intern","The Incredibles","The Intern","0.3333333333333333","0.3333333333333333","Brad Bird","Nancy Meyers","Brad Bird","Nancy Meyers","0.0","0.0","John Walker","Nancy Meyers","John Walker","Nancy Meyers","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2479","HM_id_3468","0.9","1","Dan in Real Life","Dan in Real Life","Dan in Real Life","Dan in Real Life","1.0","1.0","Peter Hedges","Peter Hedges","Peter Hedges","Peter Hedges","1.0","1.0","Jonathan Shestack","Pierce Gardner","Jonathan Shestack","Pierce Gardner","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2857","HM_id_2073","0.925","1","Wish I Was Here","Wish I Was Here","Wish I Was Here","Wish I Was Here","1.0","1.0","Zach Braff","Zach Braff","Zach Braff","Zach Braff","1.0","1.0"," Zach Braff","Adam J. Braff"," Zach Braff","Adam J. Braff","0.25","0.25"
"LinearCombinationMatchingRule","dbpedia_id_5547","HM_id_1990","0.9","1","Maze Runner: The Scorch Trials","Maze Runner: The Scorch Trials","Maze Runner: The Scorch Trials","Maze Runner: The Scorch Trials","1.0","1.0","Wes Ball","Wes Ball","Wes Ball","Wes Ball","1.0","1.0","Ellen Goldsmith-Vein","T.S. Nowlin","Ellen Goldsmith-Vein","T.S. Nowlin","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2110","HM_id_1788","0.9","1","The Spectacular Now","The Spectacular Now","The Spectacular Now","The Spectacular Now","1.0","1.0","James Ponsoldt","James Ponsoldt","James Ponsoldt","James Ponsoldt","1.0","1.0","Shawn Levy","Scott Neustadter","Shawn Levy","Scott Neustadter","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_259","HM_id_3444","0.0",,"Desoddharakulu","Defiance","Desoddharakulu","Defiance","0.0","0.0","C. S. Rao","Edward Zwick","C. S. Rao","Edward Zwick","0.0","0.0","U. Visweswar Rao","Clayton Frohman","U. Visweswar Rao","Clayton Frohman","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9548","HM_id_3789","0.17777777777777778",,"The Chronicles of Narnia (film series)","The Childhood of a Leader","The Chronicles of Narnia (film series)","The Childhood of a Leader","0.2222222222222222","0.2222222222222222","Andrew Adamson","Brady Corbet","Andrew Adamson","Brady Corbet","0.0","0.0","Mark Johnson","Brady Corbet","Mark Johnson","Brady Corbet","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1129","HM_id_2577","0.9","1","Syriana","Syriana","Syriana","Syriana","1.0","1.0","Stephen Gaghan","Stephen Gaghan","Stephen Gaghan","Stephen Gaghan","1.0","1.0","Michael Nozik","Stephen Gaghan","Michael Nozik","Stephen Gaghan","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6742","HM_id_2556","0.30000000000000004",,"The Adventures of Tom Sawyer (1938 film)","The Adventures of Tintin","The Adventures of Tom Sawyer (1938 film)","The Adventures of Tintin","0.375","0.375","George Cukor","Steven Spielberg","George Cukor","Steven Spielberg","0.0","0.0","David O. Selznick","Hergé","David O. Selznick","Hergé","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9868","HM_id_2278","0.26666666666666666",,"The Sandpiper","The Sapphires","The Sandpiper","The Sapphires","0.3333333333333333","0.3333333333333333","Vincente Minnelli","Wayne Blair","Vincente Minnelli","Wayne Blair","0.0","0.0","Martin Ransohoff","Keith Thompson","Martin Ransohoff","Keith Thompson","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1622","HM_id_3268","0.0",,"Gogol. Viy","Good Vibrations","Gogol. Viy","Good Vibrations","0.0","0.0","Egor Baranov","Lisa Barros D'Sa","Egor Baranov","Lisa Barros D'Sa","0.0","0.0","Artur Janibekyan","Colin Carberry","Artur Janibekyan","Colin Carberry","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9868","HM_id_2279","0.26666666666666666",,"The Sandpiper","The Salvation","The Sandpiper","The Salvation","0.3333333333333333","0.3333333333333333","Vincente Minnelli","Kristian Levring","Vincente Minnelli","Kristian Levring","0.0","0.0","Martin Ransohoff","Anders Thomas Jensen","Martin Ransohoff","Anders Thomas Jensen","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_8748","HM_id_2002","0.0",,"Tarantula!","Tangerine","Tarantula!","Tangerine","0.0","0.0","Jack Arnold","Sean Baker","Jack Arnold","Sean Baker","0.0","0.0","William Alland","Sean Baker","William Alland","Sean Baker","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_6695","HM_id_1818","0.0",,"Re-Animator","Reality","Re-Animator","Reality","0.0","0.0","Stuart Gordon","Quentin Dupieux","Stuart Gordon","Quentin Dupieux","0.0","0.0","Brian Yuzna","Quentin Dupieux","Brian Yuzna","Quentin Dupieux","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_8126","HM_id_1838","0.26666666666666666",,"That Lady in Ermine","The Lady in the Van","That Lady in Ermine","The Lady in the Van","0.3333333333333333","0.3333333333333333","Ernst Lubitsch","Nicholas Hytner","Ernst Lubitsch","Nicholas Hytner","0.0","0.0","Ernst Lubitsch","Alan Bennett","Ernst Lubitsch","Alan Bennett","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9505","HM_id_2251","0.26666666666666666",,"The Trail of '98","The Tree of Life","The Trail of '98","The Tree of Life","0.3333333333333333","0.3333333333333333","Clarence Brown","Terrence Malick","Clarence Brown","Terrence Malick","0.0","0.0","Clarence Brown","Terrence Malick","Clarence Brown","Terrence Malick","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1775","HM_id_4779","0.22857142857142856",,"The Christ of Nanjing","The Children of Huang Shi","The Christ of Nanjing","The Children of Huang Shi","0.2857142857142857","0.2857142857142857","Tony Au","Roger Spottiswoode","Tony Au","Roger Spottiswoode","0.0","0.0","Chua Lam","James MacManus|Jane Hawksley","Chua Lam","James MacManus|Jane Hawksley","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5714","HM_id_4699","0.0",,"Existenz","Extinction","Existenz","Extinction","0.0","0.0","David Cronenberg","Ben Young","David Cronenberg","Ben Young","0.0","0.0","David Cronenberg","Spenser Cohen","David Cronenberg","Spenser Cohen","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5161","HM_id_4637","0.0",,"Spaceballs","Spun","Spaceballs","Spun","0.0","0.0","Mel Brooks","Jonas Åkerlund","Mel Brooks","Jonas Åkerlund","0.0","0.0","Mel Brooks","Will De Los Santos","Mel Brooks","Will De Los Santos","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5714","HM_id_3364","0.0",,"Existenz","Excision","Existenz","Excision","0.0","0.0","David Cronenberg","Richard Bates Jr.","David Cronenberg","Richard Bates Jr.","0.0","0.0","David Cronenberg","Richard Bates Jr.","David Cronenberg","Richard Bates Jr.","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9505","HM_id_2250","0.22857142857142856",,"The Trail of '98","The Trials of Cate McCall","The Trail of '98","The Trials of Cate McCall","0.2857142857142857","0.2857142857142857","Clarence Brown","Karen Moncrieff","Clarence Brown","Karen Moncrieff","0.0","0.0","Clarence Brown","Karen Moncrieff","Clarence Brown","Karen Moncrieff","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2234","HM_id_3120","0.7400000000000001",,"It's Kind of a Funny Story (film)","It's Kind of a Funny Story","It's Kind of a Funny Story (film)","It's Kind of a Funny Story","0.875","0.875","Anna Boden and Ryan Fleck","Anna Boden","Anna Boden and Ryan Fleck","Anna Boden","0.4","0.4","Kevin Misher","Anna Boden","Kevin Misher","Anna Boden","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5714","HM_id_3365","0.0",,"Existenz","Exam","Existenz","Exam","0.0","0.0","David Cronenberg","Stuart Hazeldine","David Cronenberg","Stuart Hazeldine","0.0","0.0","David Cronenberg","Stuart Hazeldine","David Cronenberg","Stuart Hazeldine","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_1943","HM_id_2232","0.9","1","The Wedding Ringer","The Wedding Ringer","The Wedding Ringer","The Wedding Ringer","1.0","1.0"," Jeremy Garelick","Jeremy Garelick"," Jeremy Garelick","Jeremy Garelick","1.0","1.0","Adam Fields","Jeremy Garelick","Adam Fields","Jeremy Garelick","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_259","HM_id_3439","0.0",,"Desoddharakulu","Derailed","Desoddharakulu","Derailed","0.0","0.0","C. S. Rao","Mikael Håfström","C. S. Rao","Mikael Håfström","0.0","0.0","U. Visweswar Rao","Stuart Beattie","U. Visweswar Rao","Stuart Beattie","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9627","HM_id_3079","0.58",,"Kill Bill: Volume 2","Kill Bill: Vol. 2","Kill Bill: Volume 2","Kill Bill: Vol. 2","0.6","0.6","Quentin Tarantino","Quentin Tarantino","Quentin Tarantino","Quentin Tarantino","1.0","1.0","Lawrence Bender","Quentin Tarantino","Lawrence Bender","Quentin Tarantino","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5754","HM_id_4699","0.0",,"Ex-Lady","Extinction","Ex-Lady","Extinction","0.0","0.0","Robert Florey","Ben Young","Robert Florey","Ben Young","0.0","0.0","Darryl F. Zanuck","Spenser Cohen","Darryl F. Zanuck","Spenser Cohen","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9887","HM_id_1737","0.9","1","Anything Else","Anything Else","Anything Else","Anything Else","1.0","1.0","Woody Allen","Woody Allen","Woody Allen","Woody Allen","1.0","1.0","Letty Aronson","Woody Allen","Letty Aronson","Woody Allen","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2586","HM_id_4186","0.26666666666666666",,"The Incredibles","The Institute","The Incredibles","The Institute","0.3333333333333333","0.3333333333333333","Brad Bird","James Franco","Brad Bird","James Franco","0.0","0.0","John Walker","Matt Rager","John Walker","Matt Rager","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_259","HM_id_3436","0.0",,"Desoddharakulu","Detachment","Desoddharakulu","Detachment","0.0","0.0","C. S. Rao","Tony Kaye","C. S. Rao","Tony Kaye","0.0","0.0","U. Visweswar Rao","Carl Lund","U. Visweswar Rao","Carl Lund","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_259","HM_id_3435","0.0",,"Desoddharakulu","Devil","Desoddharakulu","Devil","0.0","0.0","C. S. Rao","John Erick Dowdle","C. S. Rao","John Erick Dowdle","0.0","0.0","U. Visweswar Rao","Brian Nelson","U. Visweswar Rao","Brian Nelson","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_8916","HM_id_3458","0.0",,"Cameraperson","Catwoman","Cameraperson","Catwoman","0.0","0.0","Kirsten Johnson","Lauren Montgomery","Kirsten Johnson","Lauren Montgomery","0.0","0.0","Kirsten Johnson","Paul Dini","Kirsten Johnson","Paul Dini","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5428","HM_id_3148","0.5",,"Indiana Jones and the Temple of Doom","Indiana Jones and the Kingdom of the Crystal Skull","Indiana Jones and the Temple of Doom","Indiana Jones and the Kingdom of the Crystal Skull","0.5","0.5","Steven Spielberg","Steven Spielberg","Steven Spielberg","Steven Spielberg","1.0","1.0","Robert Watts","David Koepp","Robert Watts","David Koepp","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7717","HM_id_1712","0.5333333333333333",,"Eye in the Sky (2007 film)","Eye in the Sky","Eye in the Sky (2007 film)","Eye in the Sky","0.6666666666666666","0.6666666666666666","Yau Nai-hoi","Gavin Hood","Yau Nai-hoi","Gavin Hood","0.0","0.0","Johnnie To","Guy Hibbert","Johnnie To","Guy Hibbert","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5754","HM_id_3364","0.0",,"Ex-Lady","Excision","Ex-Lady","Excision","0.0","0.0","Robert Florey","Richard Bates Jr.","Robert Florey","Richard Bates Jr.","0.0","0.0","Darryl F. Zanuck","Richard Bates Jr.","Darryl F. Zanuck","Richard Bates Jr.","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5754","HM_id_3365","0.0",,"Ex-Lady","Exam","Ex-Lady","Exam","0.0","0.0","Robert Florey","Stuart Hazeldine","Robert Florey","Stuart Hazeldine","0.0","0.0","Darryl F. Zanuck","Stuart Hazeldine","Darryl F. Zanuck","Stuart Hazeldine","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_8083","HM_id_1470","0.0",,"Lianna","Lion","Lianna","Lion","0.0","0.0","John Sayles","Garth Davis","John Sayles","Garth Davis","0.0","0.0","Maggie Renzi","Saroo Brierley","Maggie Renzi","Saroo Brierley","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3190","HM_id_3952","0.0",,"Clueless","Clown","Clueless","Clown","0.0","0.0","Amy Heckerling","Jon Watts","Amy Heckerling","Jon Watts","0.0","0.0","Robert Lawrence","Christopher Ford","Robert Lawrence","Christopher Ford","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5809","HM_id_1494","0.0",,"Mokey","Moonlight","Mokey","Moonlight","0.0","0.0","Wells Root","Barry Jenkins","Wells Root","Barry Jenkins","0.0","0.0","J. Walter Ruben","Barry Jenkins","J. Walter Ruben","Barry Jenkins","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3787","HM_id_4697","0.16000000000000003",,"The Death and Life of Bobby Z","The Devil and Father Amorth","The Death and Life of Bobby Z","The Devil and Father Amorth","0.2","0.2","John Herzfeld","William Friedkin","John Herzfeld","William Friedkin","0.0","0.0","Paul Walker","William Friedkin","Paul Walker","William Friedkin","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5809","HM_id_1492","0.0",,"Mokey","Moana","Mokey","Moana","0.0","0.0","Wells Root","Ron Clements","Wells Root","Ron Clements","0.0","0.0","J. Walter Ruben","Jared Bush","J. Walter Ruben","Jared Bush","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9627","HM_id_3080","0.3666666666666667",,"Kill Bill: Volume 2","Kill Bill: Vol. 1","Kill Bill: Volume 2","Kill Bill: Vol. 1","0.3333333333333333","0.3333333333333333","Quentin Tarantino","Quentin Tarantino","Quentin Tarantino","Quentin Tarantino","1.0","1.0","Lawrence Bender","Quentin Tarantino","Lawrence Bender","Quentin Tarantino","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5084","HM_id_1537","0.0",,"Deathcheaters","Denial","Deathcheaters","Denial","0.0","0.0","Brian Trenchard-Smith","Mick Jackson","Brian Trenchard-Smith","Mick Jackson","0.0","0.0","Brian Trenchard-Smith","David Hare","Brian Trenchard-Smith","David Hare","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_7081","HM_id_3950","0.9","1","Grown Ups 2","Grown Ups 2","Grown Ups 2","Grown Ups 2","1.0","1.0","Dennis Dugan","Dennis Dugan","Dennis Dugan","Dennis Dugan","1.0","1.0","Adam Sandler","Fred Wolf","Adam Sandler","Fred Wolf","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9192","HM_id_3173","0.9",,"I Now Pronounce You Chuck & Larry","I Now Pronounce You Chuck & Larry","I Now Pronounce You Chuck & Larry","I Now Pronounce You Chuck & Larry","1.0","1.0","Dennis Dugan","Dennis Dugan","Dennis Dugan","Dennis Dugan","1.0","1.0","Adam Sandler","Barry Fanaro","Adam Sandler","Barry Fanaro","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5283","HM_id_2380","0.58",,"The Karate Kid (2010 film)","The Karate Kid","The Karate Kid (2010 film)","The Karate Kid","0.6","0.6","Harald Zwart","Harald Zwart","Harald Zwart","Harald Zwart","1.0","1.0","Jada Pinkett Smith","Christopher Murphey","Jada Pinkett Smith","Christopher Murphey","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_8181","HM_id_1961","0.16000000000000003",,"The Lives of a Bengal Lancer (film)","The Life of David Gale","The Lives of a Bengal Lancer (film)","The Life of David Gale","0.2","0.2","Henry Hathaway","Alan Parker","Henry Hathaway","Alan Parker","0.0","0.0","Louis D. Lighton","Charles Randolph","Louis D. Lighton","Charles Randolph","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2345","HM_id_2302","0.22857142857142856",,"The Professor and the Madman (film)","The Princess and the Frog","The Professor and the Madman (film)","The Princess and the Frog","0.2857142857142857","0.2857142857142857","Farhad Safinia","Ron Clements","Farhad Safinia","Ron Clements","0.0","0.0","Gastón Pavlovich","Ron Clements","Gastón Pavlovich","Ron Clements","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_4622","HM_id_2302","0.26666666666666666",,"The Pride and the Passion","The Princess and the Frog","The Pride and the Passion","The Princess and the Frog","0.3333333333333333","0.3333333333333333","Stanley Kramer","Ron Clements","Stanley Kramer","Ron Clements","0.0","0.0","Stanley Kramer","Ron Clements","Stanley Kramer","Ron Clements","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_9481","HM_id_4868","0.4",,"I Love You to Death","I Love You Too","I Love You to Death","I Love You Too","0.5","0.5","Lawrence Kasdan","Daina Reid","Lawrence Kasdan","Daina Reid","0.0","0.0","Jeffrey Lurie","Peter Helliar","Jeffrey Lurie","Peter Helliar","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_5104","HM_id_2663","0.8","1","Sin City: A Dame to Kill For","Sin City: A Dame to Kill For","Sin City: A Dame to Kill For","Sin City: A Dame to Kill For","1.0","1.0","Frank Miller","Frank Miller","Frank Miller","Frank Miller","0.0","0.0","Alexander Rodnyansky","Frank Miller","Alexander Rodnyansky","Frank Miller","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3967","HM_id_2008","0.0",,"Midsommar","Minions","Midsommar","Minions","0.0","0.0","Ari Aster","Kyle Balda","Ari Aster","Kyle Balda","0.0","0.0","Lars Knudsen","Brian Lynch","Lars Knudsen","Brian Lynch","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_2911","HM_id_1470","0.0",,"Lili","Lion","Lili","Lion","0.0","0.0","Charles Walters","Garth Davis","Charles Walters","Garth Davis","0.0","0.0","Edwin H. Knopf","Saroo Brierley","Edwin H. Knopf","Saroo Brierley","0.0","0.0"
"LinearCombinationMatchingRule","dbpedia_id_3151","HM_id_3180","0.7000000000000001",,"I Am Legend (film)","I Am Legend","I Am Legend (film)","I Am Legend","0.75","0.75","Francis Lawrence","Francis Lawrence","Francis Lawrence","Francis Lawrence","1.0","1.0","Akiva Goldsman","Mark Protosevich","Akiva Goldsman","Mark Protosevich","0.0","0.0"
